锁,417,2252
家伙,484,2252
做人,138,2252
昧,17,2252
押,105,2252
地府,90,2252
受审,6,2252
扯直,4,2252
拖死,12,2252
狗,399,2252
拽,453,2252
钻,291,2252
不知,1174,2252
来到,1281,2252
阴森森,223,2252
公堂,5,2252
设在,42,2252
长廊,40,2252
刑讯室,1,2252
鼎沸,13,2252
油锅,33,2252
烧着,50,2252
烙铁,13,2252
鬼魂,408,2252
挣扎,700,2252
嚎,84,2252
皮肉,187,2252
焦,22,2252
臭味,176,2252
充斥,205,2252
走廊,436,2252
牵,236,2252
挪不动,11,2252
拴,66,2252
木桩,35,2252
交差,37,2252
蹿出,15,2252
恶鬼,168,2252
鬼,1236,2252
照着,217,2252
围殴,5,2252
吓坏,280,2252
喊,861,2252
有没有,666,2252
搞错,122,2252
骂,693,2252
姓,323,2252
细看,134,2252
打越,11,2252
起劲,57,2252
记起,94,2252
哀求,191,2252
大哥,238,2252
停停,16,2252
话,1404,2252
瞪,908,2252
屁,171,2252
贪污,30,2252
哥,227,2252
转世,125,2252
附和,157,2252
吃,1312,2252
抡,99,2252
拳头,293,2252
哭腔,139,2252
猴年马月,15,2252
恳请,17,2252
明白,1094,2252
气愤,207,2252
平,106,2252
说出,525,2252
原委,62,2252
单位,143,2252
科长,23,2252
处长,13,2252
局长,75,2252
死于,85,2252
贪官,11,2252
押人,1,2252
阎王,77,2252
判处,20,2252
不得,403,2252
所得,40,2252
赃款,5,2252
用于,78,2252
善事,29,2252
磕头,114,2252
表示,390,2252
愿,410,2252
捐掉,1,2252
批准,34,2252
阳世,16,2252
找到,1311,2252
统统,140,2252
料到,215,2252
侵吞,4,2252
可倒,1,2252
大霉,3,2252
关押,44,2252
阴曹地府,34,2252
受,604,2252
酷刑,20,2252
折磨,370,2252
控诉,21,2252
拍,664,2252
桌子,654,2252
喝问,30,2252
知罪,1,2252
回答,1008,2252
挪用公款,4,2252
情节,132,2252
数额,16,2252
罚,65,2252
受尽,53,2252
投胎,233,2252
做,1738,2252
畜生,143,2252
浑身,794,2252
颤,334,2252
叩头,14,2252
求饶,107,2252
出去,1276,2252
求,427,2252
阎王爷,31,2252
开恩,11,2252
东西,1691,2252
消息,644,2252
限,15,2252
跟着,1019,2252
平板车,2,2252
大麻袋,7,2252
交给,493,2252
撅,134,2252
撇撇嘴,69,2252
见,1395,2252
瞒不过,27,2252
小鬼,140,2252
低下头,294,2252
阳间,54,2252
吃力,191,2252
地拉,73,2252
着车,7,2252
寻找,649,2252
捐钱,4,2252
对象,213,2252
路过,346,2252
停住,313,2252
脚步,610,2252
该不该,87,2252
妙龄,12,2252
女孩,754,2252
奢侈品,22,2252
炫耀,84,2252
好像,1279,2252
有关,498,2252
放心,712,2252
拉起,120,2252
基金会,2,2252
贴着,276,2252
欢迎,204,2252
海报,32,2252
言词,14,2252
瞅,220,2252
摇头,758,2252
金会,2,2252
底细,65,2252
进去,1032,2252
连,504,2252
没停,39,2252
继续,1277,2252
朝,340,2252
车,564,2252
值得,340,2252
信赖,49,2252
现出,125,2252
鱼肚白,34,2252
豆,116,2252
汗珠,175,2252
一颗颗,52,2252
滚落,130,2252
时刻,310,2252
想到,1245,2252
汪,36,2252
注,54,2252
生活,959,2252
朴素,51,2252
评为,9,2252
扶贫,2,2252
模范,15,2252
地朝,147,2252
奔去,32,2252
转眼,229,2252
敲门,369,2252
病,473,2252
募集,5,2252
治疗费,4,2252
东村,2,2252
停歇,65,2252
直奔,232,2252
演讲,26,2252
只见,913,2252
农民,99,2252
凑钱,15,2252
感动,309,2252
哪年哪月,3,2252
才能,661,2252
高喊,50,2252
鸡叫,33,2252
推到,151,2252
玉,110,2252
拜访,110,2252
小鱼,45,2252
妈,530,2252
拉,1016,2252
吕岩,1,2252
父母,639,2252
妈妈,534,2252
单亲家庭,15,2252
长大,421,2252
爸爸,467,2252
走,1754,2252
坐下,562,2252
可能,1480,2252
恩,197,2252
厨房,441,2252
煮,175,2252
咖啡,157,2252
功夫,331,2252
环境,382,2252
想象,489,2252
母女,79,2252
装修,146,2252
大,151,2252
房间,1043,2252
朝南,20,2252
掩,151,2252
呆坐,78,2252
起身,754,2252
放,962,2252
饰品,25,2252
送,849,2252
自带,20,2252
阳台,201,2252
住,1336,2252
楼房,126,2252
隔断,29,2252
能,1699,2252
主卧,3,2252
情况,850,2252
卧,72,2252
卧房,61,2252
真人,74,2252
玉像,3,2252
肯定,906,2252
价值,214,2252
雕刻,95,2252
看着,1736,2252
注视,401,2252
下,219,2252
动,785,2252
大叫,644,2252
活动,366,2252
筋骨,64,2252
床,685,2252
转身,967,2252
跑,1632,2252
几秒钟,145,2252
抓住,814,2252
胳膊,494,2252
张开,402,2252
嘴,836,2252
靠近,558,2252
脸,1480,2252
喷出,203,2252
难闻,115,2252
气息,465,2252
吃掉,196,2252
救命,244,2252
起主,1,2252
园艺,10,2252
剪刀,103,2252
对准,204,2252
一划,23,2252
尖叫,620,2252
墨绿色,61,2252
液体,362,2252
原本,618,2252
流出,402,2252
伴随,289,2252
腐臭,60,2252
味道,668,2252
放开,291,2252
内室,26,2252
肚子,621,2252
知名,178,2252
宝贝,275,2252
大白天,119,2252
睡觉,823,2252
走到,944,2252
走进,933,2252
推推,32,2252
中年妇女,96,2252
出来,1851,2252
阿姨,159,2252
挤出,190,2252
笑容,705,2252
小伙子,272,2252
面善,10,2252
刚梦里,1,2252
见到,970,2252
帅哥,134,2252
开玩笑,396,2252
介绍,423,2252
注意,857,2252
脸色,987,2252
伤痕,188,2252
划伤,40,2252
睡起,9,2252
觉来,6,2252
疑惑,784,2252
梦,874,2252
划破,202,2252
提,432,2252
小吕,2,2252
坐,1138,2252
喝,908,2252
搭,398,2252
没一搭,42,2252
聊起来,14,2252
报社,48,2252
工作,856,2252
记者,132,2252
想着,848,2252
女儿,525,2252
弄错,82,2252
总归,40,2252
爸,244,2252
爷爷,279,2252
健谈,18,2252
讲,698,2252
留下来,314,2252
考古队,8,2252
算是,627,2252
专业人士,12,2252
可惜,658,2252
活跃,83,2252
国家,226,2252
破,555,2252
就算,775,2252
销毁,40,2252
墓,185,2252
管事,21,2252
商量,349,2252
机会,718,2252
还给,337,2252
研究,314,2252
无法,926,2252
别提,134,2252
落,565,2252
保存,142,2252
跟我来,141,2252
壁橱,23,2252
柜子,170,2252
差点,591,2252
攻击,244,2252
像是,1077,2252
死物,39,2252
沉睡,189,2252
光泽,127,2252
不见,1056,2252
碰,488,2252
普通,499,2252
古董,84,2252
奇怪,1301,2252
身躯,244,2252
震,268,2252
阴影,287,2252
控制,529,2252
照片,491,2252
死党,47,2252
张毅,1,2252
资深,26,2252
人士,97,2252
考古,24,2252
迷,162,2252
领域,45,2252
权威,58,2252
估计,507,2252
挖出,124,2252
线索,338,2252
睡懒觉,34,2252
张毅家,1,2252
小声,486,2252
玉器,19,2252
容器,34,2252
材质,57,2252
造成,384,2252
中空,26,2252
形状,241,2252
具有,227,2252
能量,141,2252
巧得很,2,2252
成员,107,2252
专注,109,2252
于玉,1,2252
过程,375,2252
成就,89,2252
老人家,232,2252
命长,3,2252
大寿,3,2252
文献,20,2252
心事,203,2252
队友,27,2252
相见,102,2252
摄取,17,2252
魂灵,34,2252
装填,3,2252
部分,295,2252
操作,73,2252
行动,369,2252
夺取,52,2252
生命,651,2252
积攒,46,2252
能够,656,2252
主观,32,2252
意识,653,2252
分析,294,2252
丢掉,157,2252
张毅和,1,2252
速度,568,2252
全,54,2252
吵,298,2252
对视,279,2252
方向,813,2252
推开,721,2252
躺,1333,2252
熟睡,227,2252
拍拍,241,2252
背,440,2252
叫,1784,2252
不醒,49,2252
指指,81,2252
行,504,2252
安抚,113,2252
伯母,49,2252
揪出来,32,2252
答应,783,2252
搜寻,160,2252
情绪稳定,20,2252
地想,125,2252
照理说,19,2252
不了,863,2252
鹰隼,14,2252
眼神,987,2252
妈面,1,2252
如,891,2252
密室,78,2252
表情,986,2252
点点头,578,2252
面熟,61,2252
张,93,2252
教授,132,2252
孙子,167,2252
张毅深,1,2252
吸,492,2252
职业,233,2252
选择,571,2252
查得严,3,2252
人手,157,2252
房子,723,2252
搜藏,1,2252
躲,730,2252
死,1821,2252
沙沙,113,2252
传来,1212,2252
当成,302,2252
主心骨,14,2252
找准,18,2252
扑,615,2252
割破,72,2252
喉咙,463,2252
张毅说,1,2252
毛绒绒,17,2252
脑袋,849,2252
倒吸,223,2252
凉气,242,2252
变得,996,2252
顶,360,2252
长发,443,2252
通体,81,2252
变成,1015,2252
脓液,6,2252
墨绿,15,2252
眼珠,309,2252
血红,268,2252
五官,233,2252
不无,78,2252
刀疤,17,2252
青白,48,2252
投,121,2252
记得,945,2252
那时快,27,2252
无比,522,2252
地向,287,2252
吕岩冲,1,2252
压,407,2252
身子,766,2252
伸出,703,2252
蜡笔,2,2252
插向,4,2252
心窝,26,2252
指甲,309,2252
抓破,46,2252
血液,436,2252
染红,158,2252
地板,343,2252
甘心,289,2252
砸,482,2252
核桃,29,2252
锤子,55,2252
拼命,588,2252
叫声,448,2252
顶住,81,2252
拿来,238,2252
菜刀,126,2252
用尽,228,2252
力气,605,2252
砍,289,2252
电石,4,2252
火花,91,2252
压住,91,2252
帮手,70,2252
问道,956,2252
救出,65,2252
喉管,42,2252
递来,38,2252
刀,541,2252
语气,579,2252
了下,149,2252
催促,230,2252
闭起,38,2252
眼睛,1660,2252
处,615,2252
划开,111,2252
喉部,5,2252
喷壶,7,2252
伤口,402,2252
外,90,2252
血,1037,2252
冒出,279,2252
青烟,106,2252
身体,1383,2252
抽搐起来,19,2252
缩,280,2252
皮囊,56,2252
可让,19,2252
逮到,36,2252
救,630,2252
怪,595,2252
认识,832,2252
得不到,153,2252
下场,171,2252
大脑,314,2252
思考,358,2252
没错,471,2252
聚会,107,2252
坠入,82,2252
情网,1,2252
嫉妒,187,2252
埋下,32,2252
陪,818,2252
来不及,477,2252
扼住,39,2252
死亡,721,2252
冷漠,218,2252
贴近,97,2252
面颊,73,2252
下手,317,2252
轻蔑地笑,12,2252
死丫头,29,2252
赘婿,4,2252
生育,55,2252
父亲,624,2252
在世,72,2252
学生,503,2252
同姓,8,2252
离异,23,2252
夫妻感情,8,2252
支持,200,2252
泛出,69,2252
泪花,84,2252
手指,773,2252
指,620,2252
捐献,25,2252
精神,642,2252
依靠,191,2252
供,208,2252
念书,59,2252
上学,221,2252
要求,484,2252
交出去,6,2252
起,1133,2252
杀心,27,2252
结婚,444,2252
买,903,2252
大房子,48,2252
尊敬,102,2252
礼物,190,2252
枕头,219,2252
楞住,308,2252
记得住,12,2252
杀,917,2252
歇斯底里,202,2252
吼道,233,2252
不会,1548,2252
揭发,38,2252
坐牢,52,2252
冷笑,514,2252
守,375,2252
宝藏,72,2252
过日子,83,2252
行尸走肉,83,2252
拥有,355,2252
了比,18,2252
躲闪,140,2252
掉落,181,2252
头颅,275,2252
大动脉,16,2252
满地,203,2252
汁液,41,2252
抱起,204,2252
地一击,1,2252
头骨,71,2252
作祟,107,2252
骗进,6,2252
再见,261,2252
下定,54,2252
决心,213,2252
瞒,199,2252
浮现,399,2252
希冀,19,2252
眼眶,290,2252
资料,266,2252
恢复,659,2252
心智,79,2252
灵魂,427,2252
禁锢,64,2252
恢复原状,17,2252
缺少,113,2252
邪气,103,2252
谢谢,600,2252
叹,699,2252
口气,764,2252
尾声,89,2252
举行,142,2252
婚礼,124,2252
出席,36,2252
宾客,28,2252
猫,338,2252
乌龟,43,2252
饲养,33,2252
派对,20,2252
吕岩刚,1,2252
文物,46,2252
举报,56,2252
命案,100,2252
奖励,56,2252
愿意,818,2252
嫁给,226,2252
新娘,86,2252
光芒,373,2252
大喜,109,2252
俯,130,2252
下身,195,2252
抬起,706,2252
扎破,17,2252
心脏,534,2252
事渗人,1,2252
红色,699,2252
抚媚,3,2252
取代,61,2252
杰作,56,2252
血泊,119,2252
往事,169,2252
萦绕,64,2252
张毅留,1,2252
查找,77,2252
出现,1454,2252
博客,10,2252
刊登,39,2252
想要,987,2252
报复,293,2252
程度,278,2252
无力,455,2252
反抗,248,2252
狞笑,102,2252
走近,399,2252
陪伴,149,2252
张三,8,2252
孤儿,104,2252
留给,244,2252
小,346,2252
峰阳,1,2252
炼钢厂,1,2252
职工,30,2252
家属,157,2252
宿舍楼,107,2252
厂里,24,2252
分给,83,2252
住房,33,2252
老房子,58,2252
发生,1375,2252
遇难,36,2252
伤心,401,2252
亲爹,18,2252
亲娘,26,2252
没了,346,2252
段时间,284,2252
大学毕业,109,2252
丢,494,2252
魂,278,2252
幽灵,166,2252
徘徊,216,2252
国有企业,6,2252
生产,79,2252
影响,460,2252
赔偿金,17,2252
恨,521,2252
得到,781,2252
远离,221,2252
留,598,2252
成为,628,2252
常理,101,2252
出牌,5,2252
做法,183,2252
整件事,56,2252
变,741,2252
看起来,623,2252
熟悉,859,2252
给出,52,2252
楼,579,2252
朋友,935,2252
习惯,512,2252
夜班,80,2252
休息,724,2252
杯子,244,2252
喝水,116,2252
倒影,61,2252
趴在,518,2252
肩膀,628,2252
提到,370,2252
嗓子眼,131,2252
汗毛,185,2252
竖,243,2252
水,865,2252
抖动,193,2252
看不清,343,2252
转头,389,2252
抹,426,2252
安慰,642,2252
太累,31,2252
产生,535,2252
幻觉,411,2252
在意,385,2252
下班,315,2252
上下班,29,2252
骑,245,2252
电动车,15,2252
厂区,9,2252
挨着,158,2252
法国梧桐,8,2252
小路,183,2252
亮,643,2252
路灯,254,2252
熄灭,241,2252
条路,131,2252
同事,327,2252
恐怖事件,23,2252
关系,808,2252
融洽,53,2252
怪人,74,2252
理,304,2252
骑车,50,2252
距离,525,2252
不算,328,2252
抬头,771,2252
看离,2,2252
头顶,427,2252
梧桐树,28,2252
枝叶,81,2252
黑影,371,2252
野兽,199,2252
目光,841,2252
吞噬,220,2252
收回,280,2252
看不见,464,2252
藏,204,2252
念头,388,2252
蓄满,14,2252
大坝,6,2252
泄洪,3,2252
向前行驶,7,2252
连看,46,2252
没看,110,2252
路,680,2252
一马平川,5,2252
摔倒,283,2252
事故,127,2252
抬,489,2252
期待,291,2252
增加,207,2252
怪声,58,2252
树叶,217,2252
摩擦,171,2252
移动,366,2252
脑海,404,2252
闪过,384,2252
答案,388,2252
头朝,32,2252
吊,227,2252
腐烂不堪,10,2252
嘴唇,571,2252
占,245,2252
牙齿,427,2252
面门,46,2252
接触,391,2252
头皮发麻,151,2252
头发,952,2252
停止,606,2252
跳动,296,2252
脱离,221,2252
飞到,102,2252
喊叫,157,2252
忘,668,2252
只能,1136,2252
脸离,3,2252
越来越近,265,2252
脖子,872,2252
闻到,361,2252
血腥味,179,2252
混合,160,2252
上颚,4,2252
靠左,8,2252
门牙,24,2252
车子,306,2252
前进,184,2252
风,688,2252
传,432,2252
停下,542,2252
印,213,2252
不行,643,2252
隐藏,368,2252
凝固,243,2252
具,359,2252
大笑,317,2252
回到,1334,2252
腿,679,2252
撑,257,2252
停,857,2252
摩托车,78,2252
低着头,404,2252
拧,176,2252
电门,8,2252
勇气,270,2252
多长,97,2252
楼洞,6,2252
怪兽,92,2252
树枝,213,2252
吞,151,2252
老楼,13,2252
楼道,191,2252
新建,43,2252
声控,25,2252
灯,694,2252
连灯,8,2252
天空,504,2252
奔跑,231,2252
掏出,645,2252
手机,700,2252
亮光,208,2252
楼梯,372,2252
绊倒,79,2252
双脚,306,2252
显得,887,2252
杂乱,140,2252
回荡,257,2252
脚步声,502,2252
跳越,10,2252
胸膛,245,2252
脊背,106,2252
发凉,117,2252
布满,366,2252
盼望着,42,2252
贴到,66,2252
有点,1137,2252
钥匙,438,2252
房门,535,2252
窜,222,2252
摔上,1,2252
靠,809,2252
喘息,226,2252
直到,972,2252
白光,143,2252
占领,63,2252
灯光,687,2252
亮起,66,2252
强光,73,2252
刺激,446,2252
闭上,359,2252
睁开,519,2252
景象,301,2252
睁开眼睛,403,2252
怀疑,736,2252
看不到,505,2252
眨,334,2252
确定,574,2252
适应,215,2252
看清,448,2252
算了,424,2252
门站,1,2252
外貌,59,2252
挂满,107,2252
烂肉,22,2252
乌黑,242,2252
血浆,28,2252
眼皮,283,2252
静静,150,2252
睁,599,2252
流下,197,2252
泪水,454,2252
挂,862,2252
遗像,45,2252
咧着,74,2252
搂,308,2252
母亲,599,2252
学校,625,2252
故事,813,2252
分享,103,2252
希望,963,2252
喜欢,1185,2252
深山,93,2252
巨谷,1,2252
小山村,37,2252
交通,93,2252
发达,84,2252
村子,267,2252
破烂,147,2252
外界,144,2252
教育,138,2252
发展,278,2252
重视,125,2252
村,200,2252
建,179,2252
现代化,46,2252
教学楼,98,2252
太高兴,39,2252
开心,577,2252
祖坟,50,2252
生气,603,2252
实在,881,2252
找不出,54,2252
空地,175,2252
坟地,86,2252
政府,172,2252
立马,297,2252
做出,417,2252
应对,75,2252
措施,52,2252
地被,108,2252
平复,99,2252
心情,729,2252
贪财,34,2252
挑起,98,2252
挑事,4,2252
学期,76,2252
漫长,209,2252
寒假,22,2252
盖,506,2252
不用,816,2252
教室,249,2252
忍受着,44,2252
大雨,156,2252
小雨,87,2252
境遇,32,2252
学堂,11,2252
家长,113,2252
面露,110,2252
愁容,29,2252
实行,51,2252
走读,4,2252
住校,26,2252
方式,364,2252
管理,127,2252
家离,20,2252
不想,1035,2252
留在,529,2252
怪事,261,2252
赵锋,2,2252
名为,102,2252
王渊,1,2252
谈论,116,2252
老爸,131,2252
埋,435,2252
回事,243,2252
吓唬,202,2252
完,1218,2252
阿,31,2252
言语,233,2252
挖出来,134,2252
赖,99,2252
发白,182,2252
强作,17,2252
镇定,264,2252
闲谈,13,2252
老师,424,2252
告诫,115,2252
科学,174,2252
世界,867,2252
怕,1098,2252
本性,99,2252
声调,73,2252
高,10,2252
生音,2,2252
随,277,2252
下课铃,19,2252
准时,150,2252
耽误,175,2252
玩耍,124,2252
凑近,145,2252
赌,79,2252
敢,781,2252
东校区,3,2252
逗,182,2252
村民,222,2252
所在地,53,2252
零花钱,24,2252
定,398,2252
没去,90,2252
染,92,2252
过色,1,2252
木棍,101,2252
插,410,2252
围墙,131,2252
土,216,2252
撒泡尿,7,2252
小子,378,2252
宿舍,363,2252
天黑,279,2252
支支吾吾,113,2252
注定,236,2252
所有人,483,2252
离开,1322,2252
乌云,172,2252
绕成,5,2252
不肯,447,2252
揭示,18,2252
天色,340,2252
冒险,146,2252
好戏,87,2252
讽刺,131,2252
打破,298,2252
防线,36,2252
像决,4,2252
堤,20,2252
洪水,72,2252
露,262,2252
吓怕,13,2252
呵呵,606,2252
大喊,401,2252
拆穿,33,2252
出发,311,2252
壮,195,2252
子,513,2252
祝你好运,11,2252
风是,3,2252
刺骨,152,2252
山村,51,2252
二月份,6,2252
小手,179,2252
口袋,424,2252
色,162,2252
看扁,9,2252
迈过,18,2252
校区,20,2252
分界线,13,2252
寒流,14,2252
侵袭,57,2252
弱小,55,2252
摸出,167,2252
向前走,239,2252
土堆,45,2252
坟头,72,2252
工期,4,2252
人家,734,2252
坟,196,2252
迁走,14,2252
忍不住,693,2252
骂娘,41,2252
抽出,335,2252
咽,311,2252
唾沫,174,2252
黑色,783,2252
寒风,164,2252
放下,734,2252
心来,138,2252
拜托,172,2252
边缘,288,2252
剩,278,2252
插进,180,2252
面子,202,2252
做到,300,2252
活不长,14,2252
裤子,308,2252
沾满,247,2252
血迹,400,2252
白色,810,2252
衣服,1068,2252
突出,135,2252
手骨,18,2252
右,53,2252
骨头,398,2252
眼,631,2252
失踪,446,2252
呐闷,2,2252
小心,830,2252
摔下来,89,2252
转来,42,2252
名字,907,2252
王源,1,2252
走过,421,2252
拔出,146,2252
彩色,63,2252
游戏,251,2252
偿还,48,2252
双胞胎,61,2252
姐姐,349,2252
羡慕,255,2252
可爱,391,2252
吸引,474,2252
姐妹,210,2252
兄弟,378,2252
免去,19,2252
照镜子,103,2252
讨厌,370,2252
孪生兄弟,6,2252
众人,439,2252
宠爱,73,2252
享尽,13,2252
光环,42,2252
后者,80,2252
罗,31,2252
富,41,2252
省,182,2252
三本,12,2252
院校,10,2252
读书,182,2252
罗盈彩,1,2252
读,263,2252
大学,446,2252
重点,130,2252
富得流油,2,2252
污点,26,2252
好好学习,37,2252
早恋,17,2252
高三,63,2252
怀了孕,16,2252
遗产,60,2252
子儿,10,2252
读完,59,2252
谋生,30,2252
体会,179,2252
人间,294,2252
遗嘱,38,2252
公证书,1,2252
念叨,206,2252
盈彩,1,2252
学习,335,2252
擅长,105,2252
文学,34,2252
吹拉弹唱,1,2252
样样精通,7,2252
水灵,30,2252
独有,39,2252
气质,176,2252
大方,113,2252
张弛,2,2252
贵族,63,2252
美丽,527,2252
用心,99,2252
打扮,290,2252
男朋友,285,2252
顾晓峰,1,2252
晓峰,3,2252
文科,7,2252
高材生,23,2252
戴,523,2252
眼镜,238,2252
做事,196,2252
慢条斯理,46,2252
男生,309,2252
看上,93,2252
败家女,1,2252
鄙夷,126,2252
类型,102,2252
拒绝,425,2252
穷,10,2252
不值,44,2252
一分钱,64,2252
接受,548,2252
帮助,455,2252
赏识,32,2252
铃声,236,2252
同学,552,2252
王萍,2,2252
医院,742,2252
通知,375,2252
懵,120,2252
飞也似,13,2252
起床,355,2252
下奔,2,2252
倍感,41,2252
震撼,124,2252
心理准备,104,2252
插满,29,2252
管子,54,2252
绷带,75,2252
哭成,22,2252
泪人,28,2252
飞驶,13,2252
轿车,111,2252
撞,564,2252
医生,549,2252
姐,144,2252
内伤,39,2252
签字,47,2252
做手术,38,2252
签,95,2252
字,874,2252
手术室,61,2252
送走,134,2252
劳累,70,2252
不堪,261,2252
手术,157,2252
病房,238,2252
输液瓶,7,2252
药,333,2252
滴,331,2252
定好,7,2252
早班,21,2252
飞机,180,2252
票,69,2252
打了个,561,2252
哈欠,197,2252
病床,209,2252
婴儿,303,2252
力量,518,2252
命,650,2252
撞死,113,2252
铁定,49,2252
跟定,10,2252
假设,87,2252
涌进,36,2252
激灵,185,2252
摇,709,2252
挠,219,2252
挠头,112,2252
打拼,30,2252
弃,84,2252
争取,129,2252
氧气,57,2252
面罩,20,2252
人会,313,2252
亲,263,2252
妹妹,277,2252
咬,575,2252
咬牙,207,2252
移开,153,2252
安静,618,2252
葬礼,101,2252
